Lemma#PoS	AFRAID	AMUSED	ANGRY	ANNOYED	DONT_CARE	HAPPY	INSPIRED	SAD
cloudless#a	0.39815635	0.183886997	0.131885613	0.025158734	0.041558478	0.109658269	0.05143593	0.058259629
cloudy#a	0.34949313	0.089714327	0.039521859	0.12342183	0.095268181	0.112433126	0.032037586	0.158109961
clout#n	0.159927865	0.148093959	0.132377406	0.16163889	0.126119091	0.095088681	0.106093546	0.070660561
clout#v	0.161832197	0.366656831	0.105992535	0.020451731	0.076012222	0.162273167	0.034495451	0.072285866
clove#n	0.26083508	0	0.098180921	0.247225009	0	0.363673235	0.030085756	0
clover#n	0	0	0	0	0.262833247	0.444394595	0.292772158	0
cloverleaf#n	0	0	0	0	0	0.70849372	0	0.29150628
clown#n	0.055573565	0.215721363	0.054197785	0.043894834	0.229607783	0.136272944	0.087701495	0.177030231
clown#v	0	0	0	0	0.57127987	0.42872013	0	0
clowning#n	0	0.178368461	0	0	0.712166088	0.109465452	0	0
clownish#a	0.164416367	0.143273724	0	0	0.309857409	0.161200726	0.221251774	0
cloying#a	0	1	0	0	0	0	0	0
cloyingly#r	0	0.616141949	0	0	0	0.383858051	0	0
club#n	0.057714638	0.161156519	0.087971739	0.097460707	0.142285132	0.147626347	0.148518865	0.157266052
club#v	0	0.094441917	0.114225331	0.127833655	0.041897249	0.179352112	0.222458891	0.219790843
clubbing#n	0	0.164077184	0	0.075143164	0.310313256	0.165616508	0.284849888	0
clubhouse#n	0.083526123	0.189624926	0.088804392	0.191669476	0.233250881	0.083851678	0.11121626	0.018056265
cluck#n	1	0	0	0	0	0	0	0
cluck#v	0	0.200826684	0.392650241	0.229933744	0.084403613	0.042163843	0.031339298	0.018682577
clue#n	0.149534465	0.225404931	0.039966028	0.089818038	0.114638667	0.104374731	0.132550254	0.143712887
clue#v	0	0.285374062	0	0	0.179579971	0.075193928	0.459852038	0
clueless#a	0.102500137	0.153691021	0.123994797	0.184476749	0.081162443	0.079671783	0.132415064	0.142088005
clump#n	0.076752229	0.092606539	0	0.033575717	0.133519817	0.093932337	0.549152656	0.020460706
clump#v	0.066584661	0.063824641	0.005012626	0.100976561	0.01158321	0.291990389	0.4343887	0.025639211
clumsiness#n	0	0.178546167	0	0.073982009	0	0.019566877	0.727904947	0
clumsy#a	0.093250708	0.159452419	0.213252064	0.085605592	0.019895019	0.078097094	0.273890055	0.076557049
clunky#a	0.069685322	0.312730361	0.034099324	0.059444301	0.321249101	0.107141982	0.095649609	0
cluster#n	0.214759377	0.126917911	0.093899293	0.092823312	0.09088474	0.111164706	0.128507831	0.141042831
cluster#v	0.030924331	0.04042156	0.325926327	0.092274536	0.095638447	0.10864493	0.134830155	0.171339714
clustered#a	0.048168586	0.07772199	0.358538219	0.221419382	0.118556255	0.066947468	0.025386446	0.083261654
clustering#n	0.733023544	0.004738594	0.064680924	0.142940898	0	0.004362142	0	0.050253897
clutch#n	0.114673122	0.179370999	0.020837844	0.061632423	0.101654709	0.272088508	0.158215472	0.091526923
clutch#v	0.061321251	0.102047581	0.074375106	0.063503207	0.069635565	0.125709502	0.119377148	0.384030641
clutter#n	0.104430994	0.064804451	0.10601482	0.117978433	0.178917806	0.147659508	0.177835179	0.10235881
clutter#v	0	0	0.106686044	0.149245211	0.342403936	0.052630141	0.297497161	0.051537506
cluttered#a	0	0	0	0	0	0	1	0
clyde#n	0	0.121445387	0.056438728	0.14454518	0.255821876	0.16525439	0.059599923	0.196894516
cm#n	0.108252528	0.268035055	0.087409594	0.065828396	0.260203394	0.091817958	0.065787912	0.052665163
cmb#n	0	0.186393204	0.085881258	0.126148035	0	0.030504072	0.57107343	0
cns#n	0.019208724	0.225971557	0	0.26702771	0	0.458841364	0.028950645	0
co#n	0.079490287	0.130888028	0.203763684	0.122553707	0.159049882	0.131680659	0.071256875	0.101316878
co-author#v	0.088452187	0.117981259	0.106214894	0.302315585	0.09990752	0.100942181	0.128813467	0.055372906
co-defendant#n	0	0.580635477	0.107183346	0	0	0.202534196	0	0.109646981
co-discoverer#n	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125
co-ed#a	0	0.202214528	0	0.058652427	0.060553164	0.443657072	0.172373954	0.062548855
co-op#n	0	0.087972398	0.062320349	0.020413151	0.389881503	0.068026164	0.203452238	0.167934197
co-opt#v	0.317992446	0.18442204	0.122121784	0.123546835	0.054197321	0.055441238	0.081882304	0.060396034
co-ordinated#a	0	0	0	0	0	1	0	0
co-pilot#n	0.092490264	0.09211057	0.104442769	0.041102642	0.032710041	0.077183325	0.057444127	0.502516262
co-respondent#n	0	0	0.213702263	0	0	0.610273606	0.176024131	0
co-star#n	0.027009991	0.201814853	0.020982605	0.123827213	0.301417612	0.185013568	0.075539471	0.064394687
co-star#v	0.019962104	0.219811263	0.036203504	0.08829569	0.200466633	0.230493012	0.03985433	0.164913463
co-worker#n	0.03886607	0.124409193	0.122498315	0.112315225	0.104122859	0.087782209	0.259749094	0.150257035
co2#n	0.550807285	0.112517786	0.07475716	0.005332654	0.088576863	0.019933492	0.072682513	0.075392249
coach#n	0.062613482	0.123501561	0.055927029	0.080114647	0.137610275	0.217141211	0.193346358	0.129745438
coach#v	0.039153189	0.106280323	0.031692469	0.076409836	0.160785863	0.208899602	0.259503014	0.117275703
coaching#n	0.038169241	0.06694838	0.026708409	0.063078917	0.162169296	0.26313675	0.235640274	0.144148732
coachman#n	0	0	0	0	1	0	0	0
coahuila#n	0	0.680262859	0.114080489	0.005803253	0	0.073263663	0.00988708	0.116702657
coal#n	0.187081269	0.083871366	0.157384232	0.043474496	0.150257685	0.113775421	0.071427694	0.192727839
coal#v	0.193387999	0	0	0	0.174218481	0.143127705	0.055765353	0.433500462
coal-fired#a	0.179835358	0.088254666	0.163952498	0.233072924	0.074006446	0.151499176	0.036222055	0.073156878
coalesce#v	0.078730808	0.134050581	0.068202673	0.297608837	0.266152708	0.089172772	0.044903263	0.021178358
coalescence#n	0	0.765197567	0	0	0	0.234802433	0	0
coalition#n	0.098814496	0.12541526	0.113081566	0.271365877	0.157247818	0.092470061	0.067312761	0.074292161
coarse#a	0.409449377	0.038119384	0	0.154791652	0.17654974	0.047255923	0	0.173833924
coarsely#r	0	0	0	1	0	0	0	0
coast#n	0.284529563	0.068542579	0.154117993	0.082682737	0.083136762	0.075876056	0.054566557	0.196547754
coast#v	0.266906021	0.051436851	0.206728288	0.113516296	0.073665427	0.067594565	0.06796602	0.152186533
coastal#a	0.336232551	0.050679341	0.098778424	0.055094687	0.069941492	0.070356196	0.079375064	0.239542245
coaster#n	0.070691516	0.108129673	0.247406998	0.136857018	0.03793955	0.172333926	0.089379973	0.137261347
coastguard#n	0.144824623	0.045500805	0.333475512	0.193758984	0.082361028	0.065330793	0.025823002	0.108925251
coastline#n	0.394170678	0.032397153	0.110999033	0.070743035	0.05034403	0.091955475	0.109974164	0.139416432
coat#n	0.052411072	0.23010252	0.037571253	0.086907198	0.362959475	0.093726674	0.093259365	0.043062443
coat#v	0.216683613	0.194016692	0.083058417	0.021354216	0.00518735	0.111627033	0.139961639	0.22811104
coating#n	0	0.643796884	0.008301253	0.020903016	0	0.17838505	0.110399528	0.038214268
coattail#n	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125
coax#v	0	0.277904054	0.035620875	0.186566307	0.10042181	0.116146648	0.182766931	0.100573376
coaxing#n	0	0.97054587	0	0	0	0.02945413	0	0
cob#n	0	0.193661629	0.16730664	0	0	0	0.639031731	0
cobalt#n	0.205925821	0.189878263	0.191077398	0.006052119	0.0041655	0.105644481	0.295412368	0.001844051
cobble#v	0.154646733	0.238893415	0.176395667	0	0	0.071425318	0.349616359	0.009022508
cobbler#n	0.020213999	0.017614639	0.00760875	0.025545675	0.035164704	0.024322895	0.861745699	0.007783639
cobblestone#n	0	0.161869885	0.076475747	0.047684043	0.161573188	0.229724232	0.181852497	0.140820408
cobra#n	0.03349469	0.257348663	0.159595474	0.071753329	0.037661075	0.208069111	0.134559772	0.097517885
cobweb#n	0.250998222	0.009649493	0.036124029	0.018658935	0.199057323	0.022700744	0.431542189	0.031269064
coca#n	0.026902253	0.214892669	0.108013611	0.073662406	0.05459969	0.136076705	0.264997304	0.120855361
cocaine#n	0.101865075	0.231563565	0.080853778	0.09095278	0.241732999	0.07830936	0.031468288	0.143254156
cochlear#a	0.022737821	0.019813917	0.042793711	0.028735184	0.286775193	0.246237607	0.190930428	0.161976139
cochran#n	0	0	0	0.300104995	0	0.373516404	0.148876469	0.177502132
cock#n	0.076416227	0.089639988	0.183092834	0.170857959	0.121431285	0.095485854	0.138585584	0.124490268
cock#v	0	0.560092918	0	0.137673928	0.189514	0.024760306	0.087958848	0
cocker#n	0.049691047	0.156966747	0	0.062797634	0.086443606	0.539786519	0.104314446	0
cockfight#n	0	0.118469024	0.051173416	0.269429323	0.086001365	0.163586077	0.249473027	0.061867768
cockfighting#n	0.006705761	0.365215806	0.129571239	0.244347576	0.056383175	0.098320303	0.096013298	0.003442843
cockiness#n	0	0.765197567	0	0	0	0.234802433	0	0
cockney#n	0	0.070627295	0.02614962	0.775521847	0	0.105264628	0.02243661	0
cockpit#n	0.352467094	0.082538325	0.036517246	0.08342826	0.069904153	0.042442002	0.067669977	0.265032944
cockroach#n	0	0.247079814	0	0	0	0.111495507	0.538666289	0.102758391
cocksure#a	0	0	0	0	0.235040699	0.123258797	0.641700504	0
cocktail#n	0.115755487	0.146577079	0.045613933	0.024285983	0.20176402	0.235104035	0.107627206	0.123272257
cocky#a	0.050596001	0.157069755	0.130933265	0.069935776	0.286058123	0.162348378	0.123576114	0.019482589
coco#n	0.10915268	0.105731263	0.113009404	0.09945778	0.182405301	0.175758828	0.142011969	0.072472775
cocoa#n	0.021562184	0.161052494	0.018551361	0.064230867	0.010717153	0.297339372	0.236768878	0.18977769
coconut#n	0.053517104	0.123320092	0.087920432	0.084322903	0.068097778	0.179280351	0.253406503	0.150134837
cocoon#n	0.012414349	0.064907771	0.366042617	0.023533165	0.277152083	0.235132216	0.016037508	0.004780292
cocoon#v	0	0.253854858	0.017133461	0.230096033	0	0.251944489	0.246971159	0
cocotte#n	0	1	0	0	0	0	0	0
cod#n	0	0.058606295	0.793214172	0	0.060271566	0.06157973	0.026328237	0
cod#r	0	0	1	0	0	0	0	0
coda#n	0.056856165	0.126958839	0	0.471532922	0.080362912	0.197638448	0.009181223	0.05746949
coddle#v	0.134820005	0.086434084	0.201540438	0.090058179	0.145747223	0.160679847	0.078375406	0.102344818
coddler#n	0	0	0.484128623	0	0	0.515871377	0	0
code#n	0.130579202	0.125659767	0.161447239	0.169139166	0.09009611	0.144144893	0.086409036	0.092524588
code#v	0.295903987	0.05125258	0.353587778	0.036011514	0.051036541	0.06061823	0.141535722	0.010053647
coder#n	0	0.504218025	0	0	0.495781975	0	0	0
codex#n	0.013660556	0.005951958	0.035993785	0	0.677279558	0.230122689	0.026471136	0.010520317
codification#n	0	0.08565204	0.231237002	0.40370554	0.170990091	0.108415326	0	0
codify#v	0.04111348	0.021495967	0.16094544	0.01558729	0.042913133	0.29682366	0.411622291	0.009498739
coding#n	0.010982134	0.102079136	0.192909956	0.108717261	0.022288882	0.221709461	0.321578766	0.019734404
cody#n	0.235244451	0.248424784	0.060032782	0.088180095	0	0.12473943	0.243378459	0
coefficient#n	0.375251649	0.098099178	0.172020443	0.072827965	0.011657068	0.047123859	0.053238112	0.169781727
coelacanth#n	0	1	0	0	0	0	0	0
coequal#a	0	0	0.188739524	0	0.205242623	0.098585572	0.314354534	0.193077748
coerce#v	0.064163288	0.09574998	0.144910203	0.152038306	0.126967553	0.07270208	0.150755292	0.192713298
coercion#n	0.097180968	0.146552045	0.187637747	0.223991591	0.038979715	0.126965615	0.048786327	0.129905993
coercive#a	0.005543585	0.112314338	0.102246376	0.152375499	0.272435643	0.084121522	0.145020272	0.125942765
coexist#v	0	0.24441885	0.048068128	0.014409311	0.043637062	0.138415414	0.136985306	0.374065928
coexistence#n	0.356323913	0.131913243	0.146396641	0.085352584	0.052668582	0.042346056	0.110566568	0.074432413
coffee#n	0.138004024	0.182741558	0.028817241	0.050166069	0.24701227	0.170756442	0.149284793	0.033217603
coffeehouse#n	0	0.091447774	0.045144483	0	0.404240688	0.18039173	0.261457022	0.017318302
coffer#n	0.07304286	0.11479755	0.252636744	0.118918171	0.079740975	0.094616567	0.142263056	0.123984077
cofferdam#n	0	0	0	0.357179482	0.491672702	0.151147816	0	0
coffin#n	0.043587057	0.129784141	0.092000795	0.068179004	0.09242063	0.060121624	0.094820632	0.419086117
coffin#v	0	0	0.339393504	0	0	0.008438417	0.09318486	0.558983218
cofounder#n	0.096995386	0.150933121	0	0.070045166	0.084367623	0.063913508	0.512402784	0.021342412
cog#n	0.029511525	0.106080879	0.029159634	0.095569798	0.224607599	0.309235774	0.163220684	0.042614107
cog#v	0	0	0	0	0	0	0	1
cogent#a	0	0.013227866	0.203413326	0.030693995	0.327449791	0.045460775	0.213750798	0.166003449
cogitative#a	1	0	0	0	0	0	0	0
cognac#n	0	0.426767498	0.070226598	0	0	0.44275085	0.060255054	0
cognition#n	0	0.062970665	0	0.068492525	0	0.159412085	0.653473177	0.055651547
cognitive#a	0.092017046	0.306494251	0.011849203	0.053553502	0.075824914	0.120595607	0.245956495	0.093708982
cognitively#r	0	0	0	0	0	0.272485558	0.727514442	0
cognizable#a	0	0	0	0	0	0.11561321	0.88438679	0
cognizance#n	0	0.100597216	0.365818512	0.111963143	0.018681456	0.144292108	0.138729539	0.119918024
cognizant#a	0.081604986	0.062906089	0.121095586	0.15667712	0.132406657	0.081617535	0.330456199	0.033235829
cohabit#v	0	0.078108338	0.21930592	0	0	0.361512851	0.260538172	0.08053472
cohabitation#n	0.282766915	0.150307251	0	0	0.437797556	0.037804989	0.09132329	0
cohere#v	0	0	0.664956221	0	0	0	0	0.335043779
coherence#n	0.056557516	0.005476074	0.432872511	0.123096201	0.021864147	0.02604534	0.024354657	0.309733554
coherent#a	0.168619242	0.098343088	0.102451513	0.121648444	0.13858282	0.147511187	0.175808645	0.047035061
cohesion#n	0.242133241	0.062158524	0.097053235	0.017367493	0.343806724	0.098867068	0.120470442	0.018143274
cohesive#a	0.023715313	0.070154652	0.075641867	0.134867253	0.128109697	0.203422733	0.313622933	0.050465552
cohesiveness#n	0	0	0	0	0	0.121257336	0.878742664	0
cohn#n	0.057542953	0.045129047	0.038987533	0.225433774	0.270277968	0.08001032	0.074337011	0.208281393
cohort#n	0.110563225	0.144518505	0.115640955	0.216460078	0.060696875	0.129644819	0.200490776	0.021984768
coil#n	0	0	0	0	0.636974812	0.244769923	0.118255264	0
coil#v	0.382794313	0.186799198	0	0.120940184	0.179797635	0.069090728	0.060577942	0
coiled#a	0.522651842	0	0	0	0	0.139753599	0.337594559	0
coin#n	0.161846773	0.166938867	0.064650578	0.099485065	0.079485798	0.088467082	0.195688581	0.143437256
coin#v	0.050411698	0.249752382	0.068213525	0.163389989	0.105841529	0.125501122	0.171793889	0.065095866
coinage#n	0.2372513	0.369183326	0.019136518	0.010708181	0	0.254890476	0.095779281	0.013050917
coincide#v	0.228415074	0.113607118	0.107647648	0.124060314	0.114210034	0.110715992	0.115975366	0.085368454
coincidence#n	0.092934651	0.215751242	0.129244729	0.145464232	0.119710665	0.103953101	0.094052965	0.098888415
coincidental#a	0.131462883	0.212032414	0.057297191	0.120959931	0.104317309	0.180695123	0.126628124	0.066607024
coincidentally#r	0.008320427	0.196488173	0.05230259	0.086749046	0.215668452	0.192558728	0.188640826	0.059271759
coinciding#a	0	0.268756514	0	0	0	0.515428026	0.215815461	0
coir#n	0	0.039264652	0.069837788	0.144033968	0.165992537	0.157338433	0.419450163	0.004082459
coke#n	0.107422882	0.077723961	0.160392335	0.273365046	0.086358966	0.095181416	0.130363947	0.069191446
coke#v	0.211391347	0.036841619	0.031827923	0.240433431	0	0.452197034	0.027308645	0
col#n	0.150358097	0.066131742	0.247546563	0.076828962	0.046158734	0.107498089	0.107593998	0.197883816
cola#n	0.08170497	0.062431396	0.082165179	0.115969908	0.209491067	0.180811371	0.146510776	0.120915333
colander#n	0	1	0	0	0	0	0	0
colbert#n	0	0.11769375	0.423915143	0.152304127	0	0.085563744	0.118109319	0.102413918
cold#a	0.170991353	0.143158372	0.061430918	0.08519474	0.11453186	0.122900447	0.138638753	0.163153556
cold#n	0.124911907	0.174784331	0.051125413	0.101610304	0.139621123	0.105499847	0.168323273	0.134123801
cold-blooded#a	0.015365867	0.053559753	0.383312534	0.099741978	0.094772804	0.084976004	0.076243715	0.192027344
coldhearted#a	0	0	0.442023899	0.242845246	0.167143389	0	0	0.147987466
coldly#r	0	0.036737351	0.324431302	0.017759479	0.097786702	0.06513249	0.093796897	0.36435578
coldness#n	0.155238179	0.091794279	0.258775584	0	0.028934534	0.182345956	0.282911468	0
cole#n	0.008363116	0.293784829	0.134378551	0.133433432	0.129573964	0.131169523	0.108714375	0.06058221
coleridge#n	0.053922318	0.086145281	0.148843915	0.408869715	0.218876973	0.007209233	0	0.076132564
colic#n	0	0	0	0	0	0	0	1
coliseum#n	0.062562313	0.17259708	0.02875858	0.091646241	0.20919363	0.265639603	0.139476008	0.030126544
collaborate#v	0.050056167	0.140256665	0.084423038	0.057841847	0.1488999	0.143127377	0.275720213	0.099674792
collaboration#n	0.066407041	0.152002508	0.042102015	0.091754158	0.121246026	0.179736434	0.252422606	0.094329211
collaborative#a	0.071713481	0.082578311	0.072545483	0.06716237	0.120855731	0.14013673	0.341208374	0.10379952
collaborator#n	0.108191557	0.154512772	0.073812937	0.09542498	0.130049501	0.150775956	0.194364234	0.092868062
collage#n	0.035034327	0.248049669	0.129125348	0.116221968	0.203154879	0.133688371	0.117862461	0.016862978
collapse#n	0.194968849	0.086363698	0.097246763	0.087179085	0.101693148	0.09562774	0.068573726	0.26834699
collapse#v	0.250734633	0.043475085	0.10695401	0.089576584	0.074952193	0.056729273	0.06091193	0.316666293
collapsible#a	0.397207898	0.231907173	0	0	0.069099135	0.021242146	0.179596913	0.100946736
collar#n	0.016469284	0.173280647	0.050971221	0.055116564	0.165535174	0.168729869	0.122336349	0.247560892
collar#v	0.002693731	0.406089548	0.048669462	0.197445544	0.17104162	0.135413689	0.014789588	0.023856818
collarbone#n	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125
collate#v	0.03707215	0.201430958	0.127504237	0.118503846	0.085356402	0.121675306	0.145553362	0.162903739
collateral#a	0.062691799	0.018926974	0.335386302	0.086713547	0.054959367	0.09054858	0.055958632	0.294814799
collateral#n	0.007660732	0.096796529	0.352949687	0.089068317	0.107946864	0.070875624	0.163787678	0.110914569
collation#n	0.038202465	0	0.143797881	0.048278806	0	0.268145928	0.03084497	0.470729951
colleague#n	0.112666187	0.110161124	0.177810574	0.139470364	0.08848386	0.095763449	0.120402699	0.155241743
collect#a	0.146901981	0.137345726	0.179709948	0.169211397	0.155728112	0.078152037	0.111443803	0.021506996
collect#n	0.082398012	0.082420927	0.069457094	0.141530759	0.14636968	0.129558341	0.12706064	0.221204548
collect#r	0.041418788	0.116940219	0.012472355	0.035593561	0.252185531	0.127806727	0.194765361	0.218817459
collect#v	0.082734934	0.120661411	0.180648705	0.114006068	0.098147876	0.143682543	0.13694805	0.123170413
collected#a	0.103742085	0.184733857	0.056270164	0.105861389	0.10985249	0.162993674	0.240569124	0.035977217
collectible#a	0.02714376	0.005913322	0.100894669	0.025727431	0.572540868	0.056249962	0.116155251	0.095374738
collecting#n	0.035379594	0.042391331	0.1265137	0.005588921	0	0.196300527	0.099980167	0.49384576
collection#n	0.069176266	0.112927635	0.13418831	0.096572326	0.163856083	0.179824267	0.14310888	0.100346233
collective#a	0.084090846	0.085097951	0.147585162	0.101576085	0.121709362	0.129614223	0.232535643	0.097790729
collective#n	0.154840911	0.189522821	0.086083433	0.10234683	0.080632153	0.097107367	0.194932135	0.09453435
collectively#r	0.071988776	0.114401813	0.091895165	0.157780756	0.10587349	0.131072035	0.213964825	0.113023139
collectivise#v	0	0	0	0	0	0	1	0
collectivism#n	0.862759622	0	0	0	0	0	0.137240378	0
collectivization#n	0	0.223438425	0.57909353	0	0	0	0	0.197468045
collector#n	0.093260031	0.134947919	0.065992086	0.135190565	0.255483734	0.130003007	0.133544779	0.051577879
colleen#n	0.063510949	0.430173386	0.080411608	0.043779652	0.025110228	0.231578211	0.087640881	0.037795084
college#n	0.095258837	0.110473449	0.090828425	0.121551348	0.130724227	0.136439579	0.220753209	0.093970926
collegial#a	0.074564479	0.086039751	0.240881104	0.14652515	0.186018372	0.081559737	0.105059193	0.079352215
collegian#n	0.045078158	0.06805742	0.192960167	0.078827873	0.073859686	0.045551385	0.348728856	0.146936455
collegiate#a	0.057296437	0.181490348	0.041911772	0.097269469	0.241875829	0.161301259	0.107511941	0.111342945
collide#v	0.141408342	0.180874766	0.084385074	0.094108151	0.101998745	0.069754516	0.053163155	0.27430725
collider#n	0.059880112	0.289888911	0	0.032231597	0.270067057	0.062860122	0.285072201	0
collie#n	0	0	0.095322766	0.008889927	0.305934021	0.244527047	0.345326239	0
collier#n	0.292616127	0.041248061	0.045353257	0.1250784	0	0.296865389	0	0.198838767
colliery#n	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125
collins#n	0.059024192	0.161484692	0.060847363	0.084840574	0.184083508	0.094198388	0.187621013	0.167900271
collision#n	0.214004585	0.128679877	0.068683945	0.061963114	0.100346886	0.079536915	0.082466763	0.264317916
colloquial#a	0	0.035820139	0.071174546	0.049350836	0.53631725	0.222577527	0.053102959	0.031656743
colloquialism#n	0	0	0.071739505	0	0	0.025481078	0.902779418	0
colloquially#r	0.046827131	0.332008653	0.05768574	0.212503994	0.022216767	0.076265862	0.008249148	0.244242706
colloquium#n	0.043425214	0.018920538	0.11441978	0	0.264402003	0.441241221	0.08414846	0.033442785
colloquy#n	0	0.025437026	0.203272044	0.018445055	0.101561604	0.384416105	0.131985376	0.13488279
collude#v	0.128971852	0.010217009	0.095621479	0.138294264	0.067988542	0.170340971	0.280212128	0.108353755
collusion#n	0.033666096	0.075255532	0.196144448	0.153535267	0.054746721	0.110177733	0.184839435	0.191634768
cologne#n	0	0	0.256148886	0	0	0	0.219778055	0.524073059
colombia#n	0.225922017	0.168815018	0.097088272	0.058692384	0.094150688	0.140734102	0.112285229	0.10231229
colombian#a	0.062411754	0.321915391	0.087858881	0.015273207	0.035458753	0.206676752	0.159272851	0.111132412
colombian#n	0.021005522	0.567435721	0.014232038	0.021236777	0.018270827	0.097731202	0.237440324	0.022647589
colombo#n	0.060323433	0.135383063	0.019278969	0.10572134	0.452429711	0.069694126	0.019114656	0.138054703
colon#n	0.187817414	0.122456927	0.185325418	0.066120719	0.00816828	0.092998748	0.073656266	0.263456227
colonel#n	0.201999448	0.066866229	0.173855096	0.116657592	0.082146052	0.100814594	0.043633459	0.214027532
colonial#a	0.114828616	0.19100691	0.099939498	0.101305219	0.117765598	0.108170976	0.189482349	0.077500833
colonialism#n	0.079287755	0.264590869	0.086142658	0.072873321	0.172413341	0.073480788	0.183904978	0.06730629
colonialist#n	0.639938157	0.171476507	0	0.028305523	0.047313129	0.033795247	0.017567497	0.06160394
colonic#a	0	0.901584161	0	0.098415839	0	0	0	0
colonic#n	0.337799516	0	0	0	0	0.225813316	0.436387168	0
colonisation#n	0	0	0.039777638	0.406719644	0	0.128441605	0.136518289	0.288542823
coloniser#n	0	0	0	0	0	1	0	0
colonization#n	0.02403654	0.229238297	0.073888676	0.087754203	0.146350674	0.159251972	0.201835825	0.077643814
colonize#v	0.035690393	0.104279459	0.045044147	0.356853395	0.078522769	0.122660398	0.189851223	0.067098216
colonizer#n	0.185869777	0.120080018	0.1777227	0.062098699	0.085481492	0.085404595	0.117988205	0.165354514
colonnade#n	0.425873662	0.308021037	0.068930327	0	0	0.056937881	0.046764108	0.093472984
colonoscopy#n	0	0.901584161	0	0.098415839	0	0	0	0
colony#n	0.245417299	0.160140547	0.095004364	0.087826538	0.141636599	0.102425696	0.070808766	0.096740191
color#a	0.104106391	0.330055386	0.015292364	0.049203416	0.242946674	0.112141525	0.122462537	0.023791708
color#n	0.03579245	0.244856578	0.047083146	0.140047686	0.173839201	0.14832281	0.158677431	0.051380697
color#v	0.072615412	0.061053041	0.026051922	0.077788199	0.289655431	0.193865356	0.188532909	0.090437729
colorado#n	0.215927576	0.158760843	0.133400769	0.080826156	0.041748255	0.093713751	0.085427393	0.190195257
colorectal#a	0.125684188	0	0	0.066181185	0.218642899	0.016803555	0	0.572688172
colored#a	0.079614966	0.140564062	0.058111601	0.153983675	0.212567232	0.133377132	0.163666921	0.058114411
colorful#a	0.046424823	0.212512627	0.048832857	0.09736325	0.135263317	0.182435497	0.207471497	0.069696132
coloring#n	0.138152656	0.266571919	0.022286587	0.067342634	0.226599979	0.079687217	0.156801156	0.042557852
colorist#n	0	0	0	0	0	1	0	0
colorless#a	0	0.588505238	0	0	0	0.411494762	0	0
colors#n	0	0.26586058	0.037045192	0	0	0.272810072	0.171639589	0.252644566
colossal#a	0.120815841	0.098261222	0.033728245	0.119601225	0.274101688	0.142278128	0.129413226	0.081800425
colosseum#n	0.189862527	0	0.145790937	0	0	0.178703244	0.485643292	0
colossus#n	0	0.507273317	0.22888947	0.042172419	0.083853066	0.137811728	0	0
colour#a	0	0.520682521	0	0	0	0.479317479	0	0
colour#n	0.01630296	0.216495146	0.068569797	0.176917534	0.223188568	0.114763373	0.110341437	0.073421185
colour#v	0	0.102932336	0.298158611	0.210745244	0.01208749	0.3715882	0.004488119	0
colour-blind#a	0	0	0.373314903	0.626685097	0	0	0	0
coloured#a	0.071940478	0.168121848	0.022155637	0.053722861	0.312872982	0.125036611	0.160526665	0.085622918
colourful#a	0.019563323	0.256140712	0.077688403	0.087767983	0.222063856	0.147778617	0.065077792	0.123919314
colourless#a	0	0.538170547	0	0	0	0.204835539	0.256993914	0
colours#n	0	0	0	0.825364954	0	0.174635046	0	0
colt#n	0	0.401368869	0.060506267	0.042972808	0.177461679	0.171929248	0.14576113	0
coltan#n	0	0	0	0	0	0.743443789	0.256556211	0
columbarium#n	0.069458861	0.100878337	0.357315097	0.073149532	0.06041606	0	0	0.338782113
columbary#n	0.125684188	0	0	0.066181185	0.218642899	0.016803555	0	0.572688172
columbia#n	0.252196419	0.173273159	0.033428223	0.099326913	0.095409991	0.141467561	0.132439866	0.072457867
columbian#a	0	0.029684312	0.029918745	0	0	0.607246117	0.245703868	0.087446957
columbine#n	0.077484527	0.044421467	0.273238875	0.105652647	0.003547204	0.054795887	0.038854055	0.402005337
columbus#n	0.017710131	0.108029237	0.089161355	0.158068513	0.20988578	0.120313082	0.205194934	0.091636969
column#n	0.096093102	0.202386599	0.147778383	0.134175282	0.101544523	0.087764394	0.126316913	0.103940804
columnist#n	0.09073781	0.111304005	0.139917486	0.175101247	0.126458921	0.090295778	0.141612928	0.124571825
coma#n	0.322687292	0.026361775	0.013802581	0.033886773	0.0494374	0.059565664	0.064838994	0.429419521
comatose#a	0.079927341	0	0.187052997	0.0043917	0.142065991	0.100820254	0.034792223	0.450949493
comb#n	0.004750547	0.639578189	0.051856447	0.132078302	0.004132077	0.015243174	0.082849592	0.069511671
comb#v	0.056002006	0.042254171	0.174807373	0.062142306	0.066532293	0.072133556	0.067493836	0.458634459
combat#n	0.160150025	0.156496017	0.168734727	0.09495763	0.078449125	0.098861264	0.11155382	0.130797392
combat#v	0.14393831	0.150530922	0.153056228	0.081821549	0.070414411	0.118882283	0.141973103	0.139383193
combat-ready#a	0.13695929	0.286433785	0.247453635	0.131543753	0.052416608	0.131106746	0.003538624	0.010547559
combatant#a	0.35643345	0	0	0.050049654	0	0.39182143	0.140695947	0.060999519
